# _root_ " Ko ste bili vi mladi , smo bili mi vsi še na drevesih , " je rekel gostilničar in namignil drugim gostom .
#goldHeads=9,9,4,2,4,4,2,9,18,9,10,14,9,13,9,9,18,20,18,0,20,23,21,0,
#predictedHeads=2,0,4,2,2,2,2,9,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,0,
(12,9),(9,1),0.261971 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),0.258912 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),0.267725 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),0.270242 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),0.258396 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),0.27904 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),0.262219 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.270433 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.273565 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.276359 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),0.583919 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),0.590891 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,9),(9,19),0.565988 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),0.548946 # DEPENDENCYPART_GRANDPAR
(12,9),(9,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),0.564738 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),0.545116 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),0.260368 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.256063 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),0.263267 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.265784 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.257711 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.277788 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.260977 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.265975 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.285132 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.274829 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.583919 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),0.590685 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),0.565782 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),0.548827 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),0.564532 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),0.545116 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),0.260368 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),0.256063 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.263267 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),0.265784 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),0.257711 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),0.277788 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.260977 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.265975 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.285132 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.261161 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),0.556471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),0.583919 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),0.590685 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),0.628238 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),0.578572 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),0.578975 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),0.565012 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),0.565782 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),0.548827 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),0.567003 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),0.522824 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),0.564532 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),0.545116 # DEPENDENCYPART_GRANDPAR
(12,13),(13,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,13),(13,2),0.206521 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),0.616887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.644133 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.677779 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),0.628113 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),0.628516 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.614553 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.619229 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),0.600366 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),0.616544 # DEPENDENCYPART_GRANDPAR
(12,13),(13,22),0.573314 # DEPENDENCYPART_GRANDPAR
(12,13),(13,23),0.61798 # DEPENDENCYPART_GRANDPAR
(12,13),(13,24),0.594657 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),0.206521 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),0.616887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.644335 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.679129 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.628788 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.628516 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.614553 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),0.618554 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),0.600233 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.616544 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),0.572518 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),0.617305 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),0.595332 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),0.206521 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),0.616887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.64464 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.652081 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.628113 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.629664 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.615702 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),0.616303 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),0.598674 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.617693 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),0.572365 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),0.615054 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),0.594657 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),0.206521 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,16),(16,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),0.616887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.644487 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.651929 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.688959 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.62909 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.615128 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.61615 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.598521 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),0.617118 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.572365 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),0.614901 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),0.594657 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),0.206639 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),0.617474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.648741 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.65648 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.689944 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.640278 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),0.61874 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.619327 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.600623 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),0.620731 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),0.57305 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),0.618078 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),0.595899 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),0.206639 # DEPENDENCYPART_GRANDPAR
(12,18),(18,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),0.617474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.648741 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.65648 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.689944 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.640278 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.653844 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),0.619327 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),0.600623 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.620731 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),0.57305 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),0.618078 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.595899 # DEPENDENCYPART_GRANDPAR
(12,19),(19,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,19),(19,2),0.206521 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,19),(19,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),0.616887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,13),0.644335 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.651807 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.69511 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.642216 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.640475 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.626151 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.600233 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),0.616544 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),0.572518 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),0.617305 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),0.595332 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),0.206521 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),0.616887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.647033 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.653641 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.699949 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.644635 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.643377 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),0.629414 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.628737 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.621924 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),0.572365 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),0.617456 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),0.594894 # DEPENDENCYPART_GRANDPAR
(12,21),(21,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,21),(21,2),0.206639 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,21),(21,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,21),(21,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),0.617474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),0.648741 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),0.65648 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),0.689944 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),0.640278 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.653844 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),0.634984 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),0.631577 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),0.609936 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),0.57305 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),0.618078 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),0.595899 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),0.206521 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),0.616887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.644335 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.651101 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.688654 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.638988 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.63939 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),0.625428 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.626197 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.609243 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.627419 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),0.614073 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),0.594657 # DEPENDENCYPART_GRANDPAR
(12,23),(23,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,23),(23,2),0.206521 # DEPENDENCYPART_GRANDPAR
(12,23),(23,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,23),(23,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,23),(23,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,23),(23,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,23),(23,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,23),(23,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,23),(23,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,23),(23,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),0.616887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,13),0.644335 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),0.651807 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.69511 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),0.642216 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),0.640475 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),0.626151 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),0.626903 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),0.60948 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),0.628142 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),0.583845 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),0.595332 # DEPENDENCYPART_GRANDPAR
(12,24),(24,1),0.210826 # DEPENDENCYPART_GRANDPAR
(12,24),(24,2),0.206521 # DEPENDENCYPART_GRANDPAR
(12,24),(24,3),0.213725 # DEPENDENCYPART_GRANDPAR
(12,24),(24,4),0.216242 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),0.20817 # DEPENDENCYPART_GRANDPAR
(12,24),(24,6),0.228246 # DEPENDENCYPART_GRANDPAR
(12,24),(24,7),0.211436 # DEPENDENCYPART_GRANDPAR
(12,24),(24,8),0.216433 # DEPENDENCYPART_GRANDPAR
(12,24),(24,9),0.23559 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),0.211619 # DEPENDENCYPART_GRANDPAR
(12,24),(24,11),0.214413 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),0.616887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,13),0.644487 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),0.651929 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),0.688959 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),0.63914 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),0.640117 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),0.626155 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),0.627025 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),0.60948 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),0.628146 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),0.58324 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),0.625775 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),0.294814 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),0.382707 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),0.371789 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),0.298932 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),0.338852 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),0.313593 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),0.385682 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),0.388326 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),0.320225 # DEPENDENCYPART_GRANDPAR
(13,1),(1,11),0.303993 # DEPENDENCYPART_GRANDPAR
(13,1),(1,12),0.304832 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),0.666139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),0.891083 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),0.669264 # DEPENDENCYPART_GRANDPAR
(13,1),(1,16),0.670872 # DEPENDENCYPART_GRANDPAR
(13,1),(1,17),0.784167 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),0.748711 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),0.859731 # DEPENDENCYPART_GRANDPAR
(13,1),(1,20),0.646724 # DEPENDENCYPART_GRANDPAR
(13,1),(1,21),0.774473 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),0.637969 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),0.82574 # DEPENDENCYPART_GRANDPAR
(13,1),(1,24),0.636899 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.286725 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),0.385754 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),0.374683 # DEPENDENCYPART_GRANDPAR
(13,2),(2,5),0.300236 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),0.336101 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),0.326201 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.388729 # DEPENDENCYPART_GRANDPAR
(13,2),(2,9),0.39122 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.321529 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.305297 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),0.306136 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),0.666139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),0.891083 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),0.669264 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),0.670872 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),0.784167 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),0.748711 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),0.859731 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),0.646724 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),0.774473 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),0.637969 # DEPENDENCYPART_GRANDPAR
