# _root_ Obrnil se je , mrmrajoč sam pri sebi , in se zadel ob Winstona .
#goldHeads=10,1,1,5,1,5,5,7,5,0,12,10,12,13,0,
#predictedHeads=0,1,12,1,1,1,1,1,10,1,1,10,1,1,0,
(6,9),(9,11),0.642109 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.713564 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),0.642888 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),0.796 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.631591 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),0.248582 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),0.238038 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),0.269608 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),0.249428 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),0.260652 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),0.690139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.680786 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.672312 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.722824 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.642109 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.717795 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),0.644356 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.798402 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.631827 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),0.248582 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),0.238038 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),0.269608 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),0.249428 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),0.260652 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),0.690139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.676738 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.672312 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.711529 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.676321 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.712416 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.642888 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.79502 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.631591 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),0.248582 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),0.238038 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),0.269608 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),0.249428 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),0.260652 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),0.690292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.679581 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.673842 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.712819 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.677013 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.655486 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.645614 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.799024 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.632833 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),0.248582 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),0.238038 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),0.269608 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),0.249428 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),0.260652 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),0.690921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.67752 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.673094 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.71231 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.677102 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.653765 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.724072 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.800763 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.632645 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),0.248582 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),0.238038 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),0.269608 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),0.249428 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),0.260652 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),0.69681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.676738 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.672917 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.717985 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.676557 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.653951 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.724013 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.653763 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.632265 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),0.248582 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),0.238038 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),0.269608 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),0.249428 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),0.260652 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),0.694195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.676891 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.672312 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.711834 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.676558 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.652984 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.724017 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.653915 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.806602 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.294567 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.420532 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.325826 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.344387 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.347181 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),0.640927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),0.639393 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),0.64469 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),0.651095 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),0.627996 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),0.773654 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),0.644912 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),0.877641 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),0.623677 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.372889 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.406079 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.324536 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.344234 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.347028 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),0.640927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.639393 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),0.64469 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),0.650977 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),0.627996 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),0.773654 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),0.644912 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),0.877435 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),0.623677 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.377076 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.281954 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.325826 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.344387 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.347181 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),0.640927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.639393 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),0.64469 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),0.651095 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),0.627996 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),0.773654 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),0.644912 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),0.877641 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),0.623677 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.374038 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.281191 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.396353 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.352345 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.355139 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),0.640927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.639393 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),0.64469 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),0.650977 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),0.627996 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),0.773654 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),0.644912 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),0.877435 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),0.623677 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.372889 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.281191 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.395204 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.312006 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.347028 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),0.641241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.639393 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),0.64469 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.650977 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),0.627996 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),0.773654 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),0.645227 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),0.877435 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),0.623677 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.372889 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.281191 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.395204 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.312006 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.329854 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),0.641241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.639393 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),0.64469 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),0.650977 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),0.627996 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),0.773654 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),0.645227 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),0.877435 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),0.623677 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),0.323348 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),0.231649 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),0.345663 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),0.262465 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.279638 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.282431 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),0.701343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.694231 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.700637 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.677537 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),0.823196 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),0.694768 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.928877 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.673219 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),0.323348 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),0.231649 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),0.345663 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),0.262465 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.279638 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.282431 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),0.701649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.699809 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.700942 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.677537 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.824344 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.694768 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.929857 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.673219 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),0.323348 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),0.231649 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),0.345663 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),0.262465 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),0.279638 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.282431 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),0.707999 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.702417 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.721275 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.679534 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.830573 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),0.698233 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.936254 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.675453 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),0.323348 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),0.231649 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),0.345663 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),0.262465 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),0.279638 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.282431 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),0.701343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.699809 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.70676 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.711393 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.823196 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.694768 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.928877 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.673219 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),0.323348 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),0.231649 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),0.345663 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),0.262465 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),0.279638 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),0.282431 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),0.704186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.701339 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.708051 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.712085 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.690914 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.697494 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.932881 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.674461 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),0.323348 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),0.231649 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),0.345663 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),0.262465 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),0.279638 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.282431 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),0.701343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.699809 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.70676 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.711393 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.688412 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),0.83407 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.932664 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.673219 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),0.323804 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),0.232105 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),0.346119 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),0.262921 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),0.280093 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),0.282887 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),0.707217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.706288 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.72044 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.717503 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.695252 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),0.840667 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.711202 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.675227 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),0.323348 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),0.231649 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),0.345663 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),0.262465 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),0.279638 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),0.282431 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),0.701496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.699809 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),0.707066 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.71163 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.688412 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),0.834797 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),0.705481 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.93983 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.294993 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.315174 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.308162 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.321566 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.299192 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.295473 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),0.538966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.563856 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),0.51299 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),0.551377 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),0.572655 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),0.519923 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),0.556392 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),0.538866 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.284583 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.300721 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.306872 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.321413 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.299039 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.29263 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),0.538966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.563856 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),0.512872 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),0.551377 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),0.572655 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),0.519923 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),0.556186 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),0.538866 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.28877 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.282379 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.308162 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.321566 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.299192 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.295473 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),0.538966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.563856 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),0.51299 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),0.551377 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),0.572655 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),0.519923 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),0.556392 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),0.538866 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.285732 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.281616 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.290995 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.329524 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.30715 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.292935 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),0.538966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.563856 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),0.512872 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),0.551377 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),0.572655 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),0.519923 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),0.556186 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),0.538866 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.284583 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.281616 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.289846 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.295997 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.299039 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.293411 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),0.538966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.563856 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),0.512872 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),0.551377 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),0.572655 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),0.520237 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),0.556186 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),0.538866 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.284583 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.281616 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.289846 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.295997 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.311214 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.293411 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),0.538966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.563856 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),0.512872 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),0.551377 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),0.572655 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),0.520237 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),0.556186 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),0.538866 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.284583 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.282565 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.289846 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.295997 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.310539 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.288165 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),0.538966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.563856 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),0.512872 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),0.551377 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),0.572655 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),0.519923 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),0.556186 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),0.538866 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),0.235042 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),0.232074 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),0.240305 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),0.246456 # DEPENDENCYPART_GRANDPAR
