# _root_ Igra s puščicami , ki so jih metali na drugem koncu sobe , je za celih trideset sekund prenehala .
#goldHeads=19,1,2,5,3,8,8,5,8,11,9,11,5,19,19,18,15,17,0,0,
#predictedHeads=5,5,5,5,0,8,5,5,5,5,5,5,5,19,5,5,5,5,5,0,
(9,18),(18,10),0.783375 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),0.97348 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),1.00578 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),0.787137 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.857361 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.732179 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),1.02376 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.829196 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),0.824854 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),0.708913 # DEPENDENCYPART_GRANDPAR
(9,19),(19,1),0.2681 # DEPENDENCYPART_GRANDPAR
(9,19),(19,2),0.231862 # DEPENDENCYPART_GRANDPAR
(9,19),(19,3),0.269582 # DEPENDENCYPART_GRANDPAR
(9,19),(19,4),0.227947 # DEPENDENCYPART_GRANDPAR
(9,19),(19,5),0.226422 # DEPENDENCYPART_GRANDPAR
(9,19),(19,6),0.323648 # DEPENDENCYPART_GRANDPAR
(9,19),(19,7),0.214224 # DEPENDENCYPART_GRANDPAR
(9,19),(19,8),0.303488 # DEPENDENCYPART_GRANDPAR
(9,19),(19,9),0.724375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,19),(19,10),0.777644 # DEPENDENCYPART_GRANDPAR
(9,19),(19,11),0.971497 # DEPENDENCYPART_GRANDPAR
(9,19),(19,12),1.0038 # DEPENDENCYPART_GRANDPAR
(9,19),(19,13),0.773967 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.864074 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),0.728367 # DEPENDENCYPART_GRANDPAR
(9,19),(19,16),1.0064 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.819721 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),0.920784 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),0.708028 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),0.267894 # DEPENDENCYPART_GRANDPAR
(9,20),(20,2),0.231862 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),0.269376 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),0.227947 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),0.226303 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),0.323648 # DEPENDENCYPART_GRANDPAR
(9,20),(20,7),0.214224 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),0.303488 # DEPENDENCYPART_GRANDPAR
(9,20),(20,9),0.720121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,20),(20,10),0.776114 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),0.966945 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),0.99925 # DEPENDENCYPART_GRANDPAR
(9,20),(20,13),0.772982 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),0.850348 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.725677 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),1.0103 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),0.819721 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),0.916233 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),0.835002 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.296992 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.324173 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),0.318753 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),0.295913 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.303438 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.30663 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.301638 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.301294 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),0.590369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),0.61243 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),0.608904 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),0.636362 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),0.622318 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),0.575775 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),0.586419 # DEPENDENCYPART_GRANDPAR
(10,1),(1,17),0.554172 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),0.591692 # DEPENDENCYPART_GRANDPAR
(10,1),(1,19),0.614481 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),0.568087 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),0.319572 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),0.328344 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),0.312297 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),0.29544 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),0.302715 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),0.306025 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),0.300915 # DEPENDENCYPART_GRANDPAR
(10,2),(2,9),0.301294 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),0.590369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,2),(2,11),0.61243 # DEPENDENCYPART_GRANDPAR
(10,2),(2,12),0.608904 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),0.636362 # DEPENDENCYPART_GRANDPAR
(10,2),(2,14),0.622318 # DEPENDENCYPART_GRANDPAR
(10,2),(2,15),0.575775 # DEPENDENCYPART_GRANDPAR
(10,2),(2,16),0.586419 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),0.554172 # DEPENDENCYPART_GRANDPAR
(10,2),(2,18),0.591692 # DEPENDENCYPART_GRANDPAR
(10,2),(2,19),0.614481 # DEPENDENCYPART_GRANDPAR
(10,2),(2,20),0.568087 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),0.319015 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.287029 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),0.318753 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),0.295913 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),0.303438 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.30663 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.301638 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.301294 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),0.590369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),0.61243 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),0.608904 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),0.636362 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),0.622318 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),0.575775 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),0.586419 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),0.554172 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),0.591692 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),0.614481 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),0.568087 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),0.316764 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.286117 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.313572 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),0.295677 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.304169 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),0.306025 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.302369 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),0.301599 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),0.590369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,11),0.61243 # DEPENDENCYPART_GRANDPAR
(10,4),(4,12),0.608904 # DEPENDENCYPART_GRANDPAR
(10,4),(4,13),0.636362 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),0.622318 # DEPENDENCYPART_GRANDPAR
(10,4),(4,15),0.575775 # DEPENDENCYPART_GRANDPAR
(10,4),(4,16),0.586419 # DEPENDENCYPART_GRANDPAR
(10,4),(4,17),0.554172 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),0.591692 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),0.614481 # DEPENDENCYPART_GRANDPAR
(10,4),(4,20),0.568087 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.317813 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.28691 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.314621 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),0.30237 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.305184 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.306025 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.303384 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.302643 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),0.590369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),0.61243 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),0.608904 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),0.636362 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),0.622318 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),0.575775 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),0.586419 # DEPENDENCYPART_GRANDPAR
(10,5),(5,17),0.554172 # DEPENDENCYPART_GRANDPAR
(10,5),(5,18),0.591692 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),0.614481 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),0.568087 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),0.319789 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.288843 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),0.316597 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),0.302665 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.286583 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.307555 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.310471 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.3057 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),0.590369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),0.612636 # DEPENDENCYPART_GRANDPAR
(10,6),(6,12),0.60911 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),0.636362 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),0.622318 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),0.575775 # DEPENDENCYPART_GRANDPAR
(10,6),(6,16),0.586419 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),0.554172 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),0.591898 # DEPENDENCYPART_GRANDPAR
(10,6),(6,19),0.614481 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),0.568087 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.315784 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.286117 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.312592 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),0.301423 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.284565 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.29184 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),0.300915 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.301294 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),0.590369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),0.61243 # DEPENDENCYPART_GRANDPAR
(10,7),(7,12),0.608904 # DEPENDENCYPART_GRANDPAR
(10,7),(7,13),0.636362 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),0.622318 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),0.575775 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),0.586419 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),0.554172 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),0.591692 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),0.614481 # DEPENDENCYPART_GRANDPAR
(10,7),(7,20),0.568087 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),0.319789 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),0.288843 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),0.316597 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),0.302665 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.286583 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.296298 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.295834 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.3057 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),0.590369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.612636 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),0.60911 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),0.636362 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),0.622318 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),0.575775 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),0.586419 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),0.554172 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),0.591898 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),0.614481 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),0.568087 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),0.31969 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.286117 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),0.316498 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),0.301423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.285564 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),0.29184 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.296099 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.290041 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),0.590369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.61243 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),0.608904 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),0.636362 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),0.622318 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),0.575775 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),0.586419 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),0.554172 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),0.591692 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),0.614481 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),0.568087 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),0.266243 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),0.236576 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),0.263051 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),0.251881 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),0.235024 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),0.242299 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),0.245609 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),0.240499 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.240878 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),0.651391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.661676 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.687253 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.671859 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.626543 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.637929 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.603714 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),0.644465 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.664023 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),0.618303 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),0.266243 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),0.236576 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),0.263051 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),0.251881 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),0.235024 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),0.242299 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),0.245609 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),0.240499 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),0.240878 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),0.651391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.673551 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.687253 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.671859 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.626543 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.637929 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),0.603714 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),0.644465 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),0.664023 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.618303 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),0.266243 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),0.236576 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),0.263051 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),0.251881 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),0.235024 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),0.242299 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),0.245609 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),0.240499 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.240878 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),0.650785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.673826 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.6703 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.673007 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.625316 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.644071 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),0.603714 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.642214 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.665171 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),0.617628 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),0.266449 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),0.236576 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),0.263257 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),0.251881 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),0.235142 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),0.242299 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),0.245609 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),0.240499 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),0.240878 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),0.652315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.678225 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.674699 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.698068 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.628042 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),0.637213 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.604883 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.645238 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),0.66821 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),0.61887 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),0.266243 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),0.236576 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),0.263051 # DEPENDENCYPART_GRANDPAR
(10,15),(15,4),0.251881 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),0.235024 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),0.242299 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),0.245609 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),0.240499 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),0.240878 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),0.650785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.67783 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.674304 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.696778 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.682733 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),0.63596 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.603714 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.645335 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.664023 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.617628 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),0.266243 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),0.23689 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),0.263051 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),0.251881 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),0.235024 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),0.242299 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),0.245609 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),0.240499 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.241192 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),0.650785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.672845 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.66932 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.696778 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.682733 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.637754 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.603714 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.641233 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.664023 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.617628 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),0.266243 # DEPENDENCYPART_GRANDPAR
(10,17),(17,2),0.236576 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),0.263051 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),0.251881 # DEPENDENCYPART_GRANDPAR
(10,17),(17,5),0.235024 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),0.242299 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),0.245609 # DEPENDENCYPART_GRANDPAR
(10,17),(17,8),0.240499 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),0.240878 # DEPENDENCYPART_GRANDPAR
(10,17),(17,10),0.650785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,17),(17,11),0.673082 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.669556 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.696778 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.682733 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.636191 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),0.646835 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.641477 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.664023 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),0.617628 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),0.266243 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),0.236576 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),0.263051 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),0.251881 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),0.235024 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),0.242299 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),0.245609 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),0.240499 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),0.240878 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),0.651391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.673551 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.670026 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.703234 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.683818 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),0.636191 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.653506 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),0.615607 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.664023 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),0.618303 # DEPENDENCYPART_GRANDPAR
(10,19),(19,1),0.266449 # DEPENDENCYPART_GRANDPAR
(10,19),(19,2),0.236576 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),0.263257 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),0.251881 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),0.235142 # DEPENDENCYPART_GRANDPAR
(10,19),(19,6),0.242299 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),0.245609 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),0.240499 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),0.240878 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),0.652315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,11),0.678225 # DEPENDENCYPART_GRANDPAR
(10,19),(19,12),0.674699 # DEPENDENCYPART_GRANDPAR
(10,19),(19,13),0.698068 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.697187 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.639034 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.646988 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),0.614588 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.657487 # DEPENDENCYPART_GRANDPAR
