# _root_ " Ima se za gostilničarja , pa ne ve , kaj je polič . "
#goldHeads=7,7,2,2,4,7,0,9,7,12,12,9,12,7,7,
#predictedHeads=7,7,7,7,4,7,0,7,7,7,7,7,7,0,0,
(6,12),(12,7),0.687215 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.668053 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.756255 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.684372 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.627772 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),0.678258 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.647764 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.636278 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),0.280347 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),0.301766 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),0.290029 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),0.277244 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),0.283197 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),0.659745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.678788 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.661305 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.7407 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.683964 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.621037 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.676563 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.644691 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.632843 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),0.280347 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),0.301766 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),0.290029 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),0.277244 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),0.283197 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),0.653595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.67867 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.661305 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),0.740704 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.677813 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.620431 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.676205 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),0.680883 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.630145 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),0.280347 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),0.301766 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),0.290029 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),0.277244 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),0.283197 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),0.653595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,7),0.67867 # DEPENDENCYPART_GRANDPAR
(6,15),(15,8),0.661305 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),0.740704 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.677813 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),0.620431 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.676205 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),0.680883 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),0.652345 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),0.610913 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),0.358929 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),0.388211 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),0.453706 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),0.354261 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),0.8063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),0.795384 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),1.10275 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),0.83148 # DEPENDENCYPART_GRANDPAR
(7,1),(1,11),0.757043 # DEPENDENCYPART_GRANDPAR
(7,1),(1,12),1.07584 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),0.969239 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),0.804828 # DEPENDENCYPART_GRANDPAR
(7,1),(1,15),0.79137 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.360729 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),0.372605 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),0.402168 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),0.47158 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.365688 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),0.806418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),0.795384 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),1.10275 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),0.83148 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),0.757043 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),1.07584 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),0.969445 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),0.804828 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),0.79137 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.35119 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.596792 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),0.388058 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),0.452879 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),0.353955 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),0.8063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.795384 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),1.10275 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),0.83148 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),0.757043 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),1.07584 # DEPENDENCYPART_GRANDPAR
(7,3),(3,13),0.969239 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),0.804828 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),0.79137 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.351983 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.597585 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.349223 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.459887 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.355305 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),0.8063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),0.795384 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),1.10275 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),0.83148 # DEPENDENCYPART_GRANDPAR
(7,4),(4,11),0.757043 # DEPENDENCYPART_GRANDPAR
(7,4),(4,12),1.07584 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),0.969239 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),0.804828 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),0.79137 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.353524 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.598451 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),0.349293 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.380306 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),0.363338 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),0.8063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.79584 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),1.10275 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),0.83148 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),0.757043 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),1.07584 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),0.969239 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),0.804828 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),0.79137 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),0.35119 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.59794 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.347481 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.377183 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.441639 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),0.8063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.795384 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),1.10275 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),0.83148 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),0.757043 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),1.07584 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),0.969239 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),0.804828 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),0.79137 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),0.301649 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),0.544471 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),0.297782 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),0.326818 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),0.388671 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),0.289498 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),0.866716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),1.15507 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.881021 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.806663 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),1.1297 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),1.02123 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.854369 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.840912 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),0.301649 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),0.544471 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),0.297782 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),0.326818 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),0.388877 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),0.289498 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),0.878188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.869767 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),0.890199 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.815362 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),1.14836 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),1.0347 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.863547 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),0.850451 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),0.301649 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),0.544471 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),0.297782 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),0.326818 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),0.388671 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),0.289498 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),0.866952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.856975 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),1.16992 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.806663 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),1.13085 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),1.02221 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.854369 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),0.840912 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),0.301649 # DEPENDENCYPART_GRANDPAR
(7,11),(11,2),0.544471 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),0.297782 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),0.326818 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),0.388671 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),0.289498 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),0.866716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),0.856975 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),1.16847 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.895937 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),1.1297 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),1.02123 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.854369 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.840912 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),0.301649 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),0.544471 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),0.297782 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),0.326818 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),0.388877 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),0.289498 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),0.878188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.869767 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),1.19306 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.90767 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.830406 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),1.0347 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.863547 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),0.850451 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),0.301649 # DEPENDENCYPART_GRANDPAR
(7,13),(13,2),0.544471 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),0.297782 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),0.326818 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),0.388671 # DEPENDENCYPART_GRANDPAR
(7,13),(13,6),0.289498 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),0.868188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.85821 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),1.17043 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),0.90532 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.819787 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),1.14551 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.856703 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),0.843246 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),0.301649 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),0.544471 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),0.297782 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),0.326818 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),0.388671 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),0.289498 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),0.866834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.856975 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),1.1692 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),0.896243 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.817946 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),1.14392 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),1.03427 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),0.840912 # DEPENDENCYPART_GRANDPAR
(7,15),(15,1),0.301649 # DEPENDENCYPART_GRANDPAR
(7,15),(15,2),0.544471 # DEPENDENCYPART_GRANDPAR
(7,15),(15,3),0.297782 # DEPENDENCYPART_GRANDPAR
(7,15),(15,4),0.326818 # DEPENDENCYPART_GRANDPAR
(7,15),(15,5),0.388671 # DEPENDENCYPART_GRANDPAR
(7,15),(15,6),0.289498 # DEPENDENCYPART_GRANDPAR
(7,15),(15,7),0.866834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,15),(15,8),0.856975 # DEPENDENCYPART_GRANDPAR
(7,15),(15,9),1.1692 # DEPENDENCYPART_GRANDPAR
(7,15),(15,10),0.896243 # DEPENDENCYPART_GRANDPAR
(7,15),(15,11),0.817946 # DEPENDENCYPART_GRANDPAR
(7,15),(15,12),1.14392 # DEPENDENCYPART_GRANDPAR
(7,15),(15,13),1.03427 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.867418 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),0.298443 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.276249 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.27741 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),0.290568 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.272266 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.273968 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),0.540457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),0.577212 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),0.528315 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),0.518275 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),0.539553 # DEPENDENCYPART_GRANDPAR
(8,1),(1,13),0.54061 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),0.547055 # DEPENDENCYPART_GRANDPAR
(8,1),(1,15),0.53367 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.263189 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),0.278751 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.2801 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.29512 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),0.273251 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),0.274879 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),0.540457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),0.577212 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),0.528315 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),0.518275 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),0.539553 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),0.540816 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),0.547055 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),0.53367 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.261585 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.286841 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.277257 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.28974 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),0.27196 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.273849 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),0.540457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),0.577212 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),0.528315 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),0.518275 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),0.539553 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),0.54061 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),0.547055 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),0.53367 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.261585 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.286841 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.266323 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.294725 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.27196 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.273849 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),0.540457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),0.577212 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),0.528315 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),0.518275 # DEPENDENCYPART_GRANDPAR
(8,4),(4,12),0.539553 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),0.54061 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),0.547055 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),0.53367 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),0.26226 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.286841 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.265527 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.267609 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),0.278416 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.274086 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),0.540913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),0.577212 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),0.528315 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),0.518275 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),0.539553 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),0.54061 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),0.547055 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),0.53367 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),0.261585 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),0.28799 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.265374 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.266382 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.279846 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.274086 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),0.540457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),0.577212 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),0.528315 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),0.518275 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),0.539553 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),0.54061 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),0.547055 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),0.53367 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.261822 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.29094 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.265374 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.267175 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.280895 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.261559 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),0.540457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),0.577212 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),0.528315 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),0.518275 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),0.539553 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),0.54061 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),0.547055 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),0.53367 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),0.212044 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),0.2373 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),0.215833 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),0.216841 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),0.229531 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),0.211544 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.213552 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),0.602048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.579099 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.568501 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.596199 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.594156 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),0.597838 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),0.584815 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),0.212044 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),0.2373 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),0.215833 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),0.216841 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),0.229325 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),0.211544 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),0.213433 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),0.600873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.639082 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.567817 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.590243 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.591132 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),0.596596 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),0.583211 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),0.212044 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),0.2373 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),0.215833 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),0.216841 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),0.229325 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),0.211544 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),0.213433 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),0.600873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.637628 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.588731 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.589095 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.590152 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),0.596596 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.583211 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),0.212044 # DEPENDENCYPART_GRANDPAR
